Sample_ID,Cutoff,Total_tumors,TS_fraction_gRNA1,TS_fraction_gRNA2,TS_fraction_total,TS_fraction_neither_shared
LA92_15,50,828,0.016908212560386472,0.0024154589371980675,0.050724637681159424,0.03140096618357488
LA92_01,50,11137,0.5242884080093383,0.021729370566579868,0.6250336715452994,0.09158660321451019
LA92_19,50,6116,0.5879659908436887,0.008502289077828646,0.6280248528449968,0.03564421190320471
LA92_02,50,30841,0.6622677604487532,0.05972568982847508,0.8027301319671866,0.12032683765117863
LA92_14,50,9153,0.7824756910302633,0.020102698568775265,0.8069485414618158,0.021741505517316725
LA92_27,50,16195,0.7804878048780488,0.025439950602037666,0.8121642482247607,0.026551404754553875
LA92_29,50,16702,0.7873308585798108,0.032630822655969345,0.8236139384504849,0.03077475751407017
LA92_22,50,13579,0.8102953089329111,0.02533323514249945,0.8343029678179542,0.02054643199057368
LA92_20,50,15808,0.8383097165991903,0.03340080971659919,0.8591852226720648,0.017522773279352227
LA92_25,50,17677,0.8371329976806019,0.025569949652090286,0.8603269785597104,0.019177462239067716
LA92_21,50,15293,0.8410383835741843,0.030798404498790295,0.8643823971751782,0.01961681815209573
LA92_04,50,21600,0.8334259259259259,0.039768518518518516,0.8683796296296297,0.027731481481481482
LA92_23,50,25725,0.8412439261418854,0.04633624878522838,0.8808551992225462,0.03191448007774538
LA92_06,50,15325,0.8625122349102773,0.02270799347471452,0.8811092985318107,0.015073409461663948
LA92_12,50,26546,0.8729375423792661,0.04607097114442854,0.8973856701574625,0.019287274919008515
LA92_07,50,24166,0.8757345030207729,0.04539435570636431,0.8992385996855086,0.018745344699164116
LA92_17,50,26673,0.881865556930229,0.04581411914670266,0.9049975630787688,0.017845761631612493
LA92_24,50,31571,0.885147762186817,0.06341262551075354,0.9103290994900384,0.019163156060942002
LA92_08,50,38470,0.924070704445022,0.07527943852352482,0.9399532102937354,0.011593449441122953
LA92_10,50,33358,0.9254151927573595,0.052880868157563404,0.9404041009652857,0.011061814257449487
LA92_26,50,46649,0.9365045338592467,0.0784797101759952,0.9502240133764925,0.009174901927158138
LA92_16,50,57431,0.9379255106127353,0.10609252842541485,0.9574619978757117,0.013981995786247845
LA92_05,50,84837,0.9587915650011198,0.13657955844737554,0.9727595270931315,0.007944646793262374
LA92_15,100,689,0.0,0.0,0.018867924528301886,0.018867924528301886
LA92_19,100,3585,0.49679218967921895,0.005578800557880056,0.5341701534170153,0.034588563458856345
LA92_01,100,11137,0.5242884080093383,0.021729370566579868,0.6250336715452994,0.09158660321451019
LA92_14,100,5456,0.6629398826979472,0.013196480938416423,0.6920821114369502,0.02657624633431085
LA92_22,100,9014,0.7159973374750388,0.016418903927224317,0.7483913911692922,0.027623696472154426
LA92_23,100,15965,0.7285311619166928,0.03056686501722518,0.7827121829000939,0.04603820858127153
LA92_02,100,30841,0.6622677604487532,0.05972568982847508,0.8027301319671866,0.12032683765117863
LA92_27,100,16195,0.7804878048780488,0.025439950602037666,0.8121642482247607,0.026551404754553875
LA92_04,100,16027,0.7672053409870843,0.03038622324826855,0.8124415049603794,0.03831035128221127
LA92_25,100,13771,0.7888316026432358,0.020768281170575848,0.8155544259676131,0.02265630673153729
LA92_29,100,16702,0.7873308585798108,0.032630822655969345,0.8236139384504849,0.03077475751407017
LA92_06,100,12091,0.8263170953601853,0.017699115044247787,0.8480688115126954,0.018278058059713838
LA92_12,100,20386,0.8242421269498675,0.037427646424016484,0.857009712547827,0.02742077896595703
LA92_20,100,15808,0.8383097165991903,0.03340080971659919,0.8591852226720648,0.017522773279352227
LA92_21,100,15293,0.8410383835741843,0.030798404498790295,0.8643823971751782,0.01961681815209573
LA92_07,100,24166,0.8757345030207729,0.04539435570636431,0.8992385996855086,0.018745344699164116
LA92_17,100,26673,0.881865556930229,0.04581411914670266,0.9049975630787688,0.017845761631612493
LA92_24,100,31571,0.885147762186817,0.06341262551075354,0.9103290994900384,0.019163156060942002
LA92_08,100,38470,0.924070704445022,0.07527943852352482,0.9399532102937354,0.011593449441122953
LA92_10,100,33358,0.9254151927573595,0.052880868157563404,0.9404041009652857,0.011061814257449487
LA92_26,100,46649,0.9365045338592467,0.0784797101759952,0.9502240133764925,0.009174901927158138
LA92_16,100,57431,0.9379255106127353,0.10609252842541485,0.9574619978757117,0.013981995786247845
LA92_05,100,84837,0.9587915650011198,0.13657955844737554,0.9727595270931315,0.007944646793262374
LA92_15,200,456,0.0,0.0,0.008771929824561403,0.008771929824561403
LA92_01,200,6133,0.1715310614707321,0.014348605902494701,0.30686450350562533,0.12326756888961357
LA92_19,200,2074,0.4103182256509161,0.0028929604628736743,0.437801350048216,0.025554484088717456
LA92_14,200,2831,0.4500176616036736,0.007064641469445425,0.481808548216178,0.0282585658777817
LA92_04,200,7168,0.4673549107142857,0.015345982142857142,0.5464564732142857,0.07254464285714286
LA92_22,200,4936,0.5615883306320908,0.01053484602917342,0.5994732576985413,0.03403565640194489
LA92_23,200,9009,0.5359085359085359,0.01753801753801754,0.6082806082806083,0.06471306471306472
LA92_29,200,8950,0.5740782122905028,0.018212290502793296,0.6411173184357541,0.06089385474860335
LA92_25,200,8170,0.6747858017135863,0.012729498164014688,0.710281517747858,0.03133414932680539
LA92_02,200,22891,0.53012100825652,0.04757328207592504,0.7117207636188895,0.15940762745183695
LA92_12,200,11270,0.6696539485359361,0.024312333629103816,0.7246672582076309,0.04738243123336291
LA92_27,200,9935,0.6894816305988928,0.016004026170105688,0.7280322093608455,0.03321590337191746
LA92_06,200,7111,0.7176205878216847,0.011812684573196456,0.7460272816762762,0.02376599634369287
LA92_21,200,9507,0.7311454717576522,0.020511202272010098,0.7629115388660986,0.028294940570106238
LA92_20,200,9083,0.7529450622041176,0.023780689199603654,0.7752945062204117,0.01871628316635473
LA92_07,200,15201,0.7742911650549306,0.029998026445628576,0.8145516742319584,0.034734556937043616
LA92_24,200,17627,0.7836841209508141,0.03880410733533783,0.8189708969194985,0.02938673625687865
LA92_17,200,17075,0.8089019033674963,0.027994143484626647,0.8391215226939971,0.024831625183016105
LA92_08,200,25543,0.8695924519437811,0.05884195278549896,0.8939435461770348,0.019105038562424147
LA92_10,200,26236,0.9026528434212533,0.04421405702088733,0.9206052751943894,0.013912181735020582
LA92_26,200,32262,0.9022379269729093,0.05861384911040853,0.9216105635112516,0.013793317215299734
LA92_16,200,43814,0.9052814168987082,0.08458483589720181,0.9328296891404574,0.0208380882822842
LA92_05,200,56193,0.9253465734166177,0.10396312707988539,0.9474845621340736,0.014023098962504227
LA92_15,400,257,0.0,0.0,0.0,0.0
LA92_01,400,4282,0.03362914525922466,0.009341429238673517,0.16090611863615134,0.11816907986921998
LA92_14,400,1684,0.24109263657957244,0.004750593824228029,0.2684085510688836,0.023752969121140142
LA92_04,400,4186,0.17892976588628762,0.007644529383659818,0.2756808408982322,0.09149546106067845
LA92_19,400,1220,0.30491803278688523,0.001639344262295082,0.33278688524590166,0.027049180327868853
LA92_29,400,5188,0.3080185042405551,0.009252120277563608,0.40420200462606015,0.09040092521202775
LA92_23,400,5239,0.31952662721893493,0.011452567283832793,0.40923840427562513,0.08131322771521282
LA92_22,400,2884,0.3959778085991678,0.006934812760055479,0.4334257975034674,0.03294036061026352
LA92_12,400,5831,0.3985594237695078,0.012004801920768308,0.475904647573315,0.07031383982164294
LA92_02,400,13809,0.2451299876891882,0.03287710913172569,0.4923600550365704,0.22434644072706206
LA92_06,400,3457,0.4743997685854787,0.00809950824414232,0.5096904830778132,0.03095169221868672
LA92_25,400,4479,0.4925206519312347,0.00759098012949319,0.5342710426434472,0.038624693011833
LA92_21,400,4936,0.5081037277147488,0.009116693679092382,0.5565235008103727,0.0443679092382496
LA92_07,400,7819,0.5434198746642793,0.01611459265890779,0.6108197979281238,0.06138892441488682
LA92_27,400,5403,0.594854710346104,0.009624282805848603,0.6298352766981307,0.030723672034055155
LA92_20,400,4661,0.625402274190088,0.017378245011800044,0.6524350997639992,0.02252735464492598
LA92_24,400,9283,0.631476893245718,0.02219110201443499,0.6804912205106108,0.04298179467844447
LA92_17,400,9722,0.6833984776794898,0.0152232051018309,0.72248508537338,0.033840773503394365
LA92_08,400,14833,0.7637699723589294,0.041461605878783794,0.8007820400458437,0.03161868806040585
LA92_16,400,23760,0.7833754208754209,0.05016835016835017,0.836489898989899,0.044065656565656565
LA92_10,400,14780,0.8213802435723951,0.02807848443843031,0.8480378890392423,0.02097428958051421
LA92_05,400,26291,0.8083374538815564,0.06146590087862767,0.8565288501768666,0.03689475485907725
LA92_26,400,19515,0.8395080707148348,0.041199077632590314,0.8662567255956957,0.020855751985652062
